Number,Date,Flight number,From,To,Distance,Dep time,Arr time,Duration,Airline,Aircraft,Registration,Seat number
165,10/10/2014,697,Atlanta / Hartsfield-Jackson (ATL/KATL),West Palm Beach / Palm Beach (PBI/KPBI),546,11:41:00,13:01:00,01:20:00,Delta Air Lines (DL/DAL),Boeing 757-200 (B752),N551NW,26E
164,10/10/2014,1477,Chicago / O'Hare (ORD/KORD),Atlanta / Hartsfield-Jackson (ATL/KATL),607,07:50:00,10:12:00,01:22:00,Delta Air Lines (DL/DAL),Boeing 757-200 (B752),N551NW,27F
163,09/12/2014,242,San Francisco / San Francisco International (SFO/KSFO),Chicago / O'Hare (ORD/KORD),1844,08:37:00,14:04:00,03:27:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N921AN,22A
162,09/07/2014,241,Chicago / O'Hare (ORD/KORD),San Francisco / San Francisco International (SFO/KSFO),1844,14:23:00,16:25:00,04:02:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N940NN,9A
161,09/06/2014,4264,Rochester / Greater Rochester (ROC/KROC),Chicago / O'Hare (ORD/KORD),527,16:43:00,17:05:00,01:22:00,ExpressJet Airlines (XE/ASQ),Embraer ERJ-145 (E145),N18102,6A
160,09/05/2014,665,Chicago / O'Hare (ORD/KORD),Rochester / Greater Rochester (ROC/KROC),527,13:36:00,15:48:00,01:12:00,United Airlines (UA/UAL),Airbus A319-100 (A319),N821UA,22A
159,08/30/2014,4403,Salt Lake City / Salt Lake City (SLC/KSLC),Chicago / Chicago Midway (MDW/KMDW),1257,15:50:00,19:26:00,02:36:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N234WN,18D
158,08/29/2014,2147,Chicago / Chicago Midway (MDW/KMDW),Salt Lake City / Salt Lake City (SLC/KSLC),1257,09:02:00,10:49:00,02:47:00,Southwest Airlines (WN/SWA),Boeing 737-800 (B738),N8301J,18C
157,08/02/2014,769,Rochester / Greater Rochester (ROC/KROC),Chicago / O'Hare (ORD/KORD),527,16:55:00,17:09:00,01:14:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N457UA,23A
156,08/01/2014,655,Chicago / O'Hare (ORD/KORD),Rochester / Greater Rochester (ROC/KROC),527,13:39:00,15:51:00,01:12:00,United Airlines (UA/UAL),Airbus A319-100 (A319),N832UA,23A
155,07/19/2014,1685,Denver / Denver (DEN/KDEN),Chicago / O'Hare (ORD/KORD),887,09:56:00,12:54:00,01:58:00,American Airlines (AA/AAL),McDonnell Douglas MD-82 (MD82),N7514A,5F
154,07/14/2014,4235,Chicago / O'Hare (ORD/KORD),Denver / Denver (DEN/KDEN),887,11:34:00,12:46:00,02:12:00,Republic Airlines (YX/RPA),Embraer ERJ-175 (E175),N412YX,9F
153,07/13/2014,4548,Minneapolis / St Paul (MSP/KMSP),Chicago / O'Hare (ORD/KORD),334,19:48:00,20:41:00,00:53:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-900 (CRJ9),N802SK,8A
152,07/13/2014,1716,Missoula / Johnson-Bell (MSO/KMSO),Minneapolis / St Paul (MSP/KMSP),1011,14:16:00,17:13:00,01:57:00,Delta Air Lines (DL/DAL),Airbus A320-200 (A320),N363NW,15A
151,07/12/2014,4546,Salt Lake City / Salt Lake City (SLC/KSLC),Missoula / Johnson-Bell (MSO/KMSO),437,10:02:00,11:09:00,01:07:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-700 (CRJ7),N632SK,8A
150,07/12/2014,4623,Chicago / O'Hare (ORD/KORD),Salt Lake City / Salt Lake City (SLC/KSLC),1248,07:08:00,09:00:00,02:52:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-900 (CRJ9),N810SK,8A
149,06/21/2014,3019,Richmond / Richmond Byrd Fld (RIC/KRIC),Chicago / O'Hare (ORD/KORD),642,11:18:00,11:53:00,01:35:00,Envoy Air (MQ/ENY),Embraer ERJ-140 (E140),N847AE,3A
148,06/19/2014,3601,Washington / Dulles (IAD/KIAD),Charlottesville / Albemarle (CHO/KCHO),77,12:50:00,13:10:00,00:20:00,CommutAir (C5/UCA),Bombardier Dash 8-200 (DH8B),N364PH,22D
147,06/19/2014,3331,Philadelphia / Philadelphia (PHL/KPHL),Washington / Dulles (IAD/KIAD),135,11:12:00,11:44:00,00:32:00,Trans States Airlines (AX/LOF),Embraer ERJ-145 (E145),N842HK,4A
146,06/15/2014,742,Chicago / O'Hare (ORD/KORD),Philadelphia / Philadelphia (PHL/KPHL),677,14:35:00,17:07:00,01:32:00,US Airways (US/AWE),Airbus A320-200 (A320),N108UW,8F
145,06/07/2014,769,Atlanta / Hartsfield-Jackson (ATL/KATL),Milwaukee / Gen Mitchell (MKE/KMKE),671,22:14:00,22:44:00,01:30:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N926DL,13A
144,06/07/2014,1654,Los Angeles / Los Angeles International (LAX/KLAX),Atlanta / Hartsfield-Jackson (ATL/KATL),1944,14:09:00,20:49:00,03:40:00,Delta Air Lines (DL/DAL),Boeing 757-200 (B752),N692DL,28A
143,06/06/2014,1559,Minneapolis / St Paul (MSP/KMSP),Los Angeles / Los Angeles International (LAX/KLAX),1535,11:36:00,12:55:00,03:19:00,Delta Air Lines (DL/DAL),Boeing 757-300 (B753),N594NW,24D
142,06/06/2014,921,Milwaukee / Gen Mitchell (MKE/KMKE),Minneapolis / St Paul (MSP/KMSP),297,09:24:00,10:11:00,00:47:00,Delta Air Lines (DL/DAL),Boeing 757-300 (B753),N592NW,24F
141,06/01/2014,3152,Greenville / Greenville-Spartanburg (GSP/KGSP),Chicago / Chicago Midway (MDW/KMDW),563,18:14:00,18:39:00,01:25:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N720WN,16F
140,05/31/2014,385,Atlanta / Hartsfield-Jackson (ATL/KATL),Greenville / Greenville-Spartanburg (GSP/KGSP),153,10:44:00,11:10:00,00:26:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N915DE,19A
139,05/31/2014,2030,Chicago / Chicago Midway (MDW/KMDW),Atlanta / Hartsfield-Jackson (ATL/KATL),592,06:05:00,08:30:00,01:25:00,Delta Air Lines (DL/DAL),Boeing 717-200 (B712),N954AT,14A
138,05/04/2014,2306,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Milwaukee / Gen Mitchell (MKE/KMKE),854,20:39:00,22:34:00,01:55:00,American Airlines (AA/AAL),McDonnell Douglas MD-82 (MD82),N587AA,16F
137,05/04/2014,163,Albuquerque / Albuquerque (ABQ/KABQ),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),568,14:08:00,16:25:00,01:17:00,American Airlines (AA/AAL),McDonnell Douglas MD-83 (MD83),N964TW,18A
136,05/03/2014,3472,Denver / Denver (DEN/KDEN),Albuquerque / Albuquerque (ABQ/KABQ),350,15:32:00,16:36:00,01:04:00,Shuttle America (S5/TCF),Embraer ERJ-170 (E170),N651RW,11D
135,05/03/2014,775,Chicago / O'Hare (ORD/KORD),Denver / Denver (DEN/KDEN),887,12:18:00,13:26:00,02:08:00,United Airlines (UA/UAL),Boeing 757-200 (B752),N538UA,22A
134,05/03/2014,5311,Milwaukee / Gen Mitchell (MKE/KMKE),Chicago / O'Hare (ORD/KORD),67,09:33:00,09:50:00,00:17:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-200 (CRJ2),N963SW,4A
133,04/12/2014,4622,Greenville / Greenville-Spartanburg (GSP/KGSP),Chicago / O'Hare (ORD/KORD),579,17:04:00,17:55:00,01:51:00,ExpressJet Airlines (XE/ASQ),Embraer ERJ-145 (E145),N14991,8A
132,04/11/2014,3345,Chicago / O'Hare (ORD/KORD),Greenville / Greenville-Spartanburg (GSP/KGSP),579,09:02:00,11:21:00,01:19:00,Trans States Airlines (AX/LOF),Embraer ERJ-145 (E145),N842HK,6A
131,03/15/2014,26,Seattle / Seattle-Tacoma (SEA/KSEA),Chicago / O'Hare (ORD/KORD),1718,19:23:00,00:38:00,03:15:00,Alaska Airlines (AS/ASA),Boeing 737-900 (B739),N413AS,8A
130,03/14/2014,23,Chicago / O'Hare (ORD/KORD),Seattle / Seattle-Tacoma (SEA/KSEA),1718,08:09:00,10:18:00,04:09:00,Alaska Airlines (AS/ASA),Boeing 737-900 (B739),N440AS,10A
129,03/02/2014,372,Washington / Dulles (IAD/KIAD),Chicago / Chicago Midway (MDW/KMDW),577,15:28:00,16:16:00,01:48:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N735SA,7F
128,03/01/2014,1770,Chicago / Chicago Midway (MDW/KMDW),Washington / Dulles (IAD/KIAD),577,11:00:00,13:09:00,01:09:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N916WN,5A
127,02/22/2014,1605,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / Chicago Midway (MDW/KMDW),592,16:20:00,16:52:00,01:32:00,Delta Air Lines (DL/DAL),Airbus A319-100 (A319),N342NB,12A
126,02/22/2014,5177,Chattanooga / Lovell Fld (CHA/KCHA),Atlanta / Hartsfield-Jackson (ATL/KATL),106,14:44:00,15:07:00,00:23:00,ExpressJet Airlines (XE/ASQ),Bombardier CRJ-200 (CRJ2),N974EV,3B
125,02/21/2014,5023,Atlanta / Hartsfield-Jackson (ATL/KATL),Chattanooga / Lovell Fld (CHA/KCHA),106,15:15:00,15:38:00,00:23:00,ExpressJet Airlines (XE/ASQ),Bombardier CRJ-200 (CRJ2),N978EV,3A
124,02/21/2014,2120,Chicago / Chicago Midway (MDW/KMDW),Atlanta / Hartsfield-Jackson (ATL/KATL),592,10:28:00,12:50:00,01:22:00,Delta Air Lines (DL/DAL),Airbus A320-200 (A320),N322US,14A
123,02/01/2014,895,Phoenix / Sky Harbor (PHX/KPHX),Chicago / O'Hare (ORD/KORD),1439,13:41:00,17:15:00,02:34:00,US Airways (US/AWE),Airbus A321-200 (A321),N539UW,19A
122,01/31/2014,602,Chicago / O'Hare (ORD/KORD),Phoenix / Sky Harbor (PHX/KPHX),1439,05:14:00,08:00:00,03:46:00,US Airways (US/AWE),Airbus A321-200 (A321),N552UW,30F
121,01/19/2014,1184,San Francisco / San Francisco International (SFO/KSFO),Chicago / O'Hare (ORD/KORD),1844,19:33:00,00:56:00,03:23:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N69806,28A
120,01/19/2014,639,Portland / Portland (PDX/KPDX),San Francisco / San Francisco International (SFO/KSFO),551,15:35:00,16:54:00,01:19:00,United Airlines (UA/UAL),Airbus A319-100 (A319),N830UA,24F
119,01/18/2014,411,Chicago / O'Hare (ORD/KORD),Portland / Portland (PDX/KPDX),1737,09:04:00,10:55:00,03:51:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N474UA,25F
118,01/11/2014,2112,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / O'Hare (ORD/KORD),607,19:47:00,20:09:00,01:22:00,Delta Air Lines (DL/DAL),Boeing 757-200 (B752),N519US,28A
117,01/11/2014,2110,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Atlanta / Hartsfield-Jackson (ATL/KATL),731,13:42:00,16:07:00,01:25:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N912DE,22A
116,01/10/2014,2210,Atlanta / Hartsfield-Jackson (ATL/KATL),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),731,15:25:00,16:28:00,02:03:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N938DL,20A
115,01/10/2014,2183,Chicago / O'Hare (ORD/KORD),Atlanta / Hartsfield-Jackson (ATL/KATL),607,10:45:00,13:13:00,01:28:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N970DL,19A
114,12/13/2013,4281,Newark / Liberty International (EWR/KEWR),Chicago / O'Hare (ORD/KORD),718,19:15:00,20:36:00,02:21:00,Republic Airlines (YX/RPA),Embraer ERJ-175 (E175),N414YX,17A
113,12/08/2013,1622,Chicago / O'Hare (ORD/KORD),Newark / Liberty International (EWR/KEWR),718,21:41:00,00:09:00,01:28:00,United Airlines (UA/UAL),Boeing 757-200 (B752),N17133,35D
112,11/16/2013,4026,New Orleans / Moisant Fld (MSY/KMSY),Chicago / Chicago Midway (MDW/KMDW),828,14:51:00,17:06:00,02:15:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N768SW,5A
111,11/15/2013,293,Chicago / Chicago Midway (MDW/KMDW),New Orleans / Moisant Fld (MSY/KMSY),828,18:44:00,20:35:00,01:51:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N728SW,13A
110,11/09/2013,4091,Memphis / Memphis (MEM/KMEM),Chicago / Chicago Midway (MDW/KMDW),482,15:02:00,16:15:00,01:13:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N755SA,17D
109,11/08/2013,310,Chicago / Chicago Midway (MDW/KMDW),Memphis / Memphis (MEM/KMEM),482,09:04:00,10:20:00,01:16:00,Southwest Airlines (WN/SWA),Boeing 737-300 (B733),N390SW,15F
108,11/02/2013,187,Boston / Logan (BOS/KBOS),Chicago / O'Hare (ORD/KORD),865,15:21:00,16:32:00,02:11:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N979AN,22A
107,11/01/2013,1119,Chicago / O'Hare (ORD/KORD),Boston / Logan (BOS/KBOS),865,13:49:00,16:33:00,01:44:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N800NN,20A
106,10/12/2013,4313,Nashville / Nashville (BNA/KBNA),Cleveland / Hopkins (CLE/KCLE),449,14:32:00,16:37:00,01:05:00,ExpressJet Airlines (XE/ASQ),Embraer ERJ-145 (E145),N13955,15A
105,10/11/2013,3704,Cleveland / Hopkins (CLE/KCLE),Nashville / Nashville (BNA/KBNA),449,13:59:00,14:04:00,01:05:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N706SW,20A
104,10/06/2013,1346,Baltimore / Washington (BWI/KBWI),Chicago / Chicago Midway (MDW/KMDW),610,22:54:00,23:24:00,01:30:00,Southwest Airlines (WN/SWA),Boeing 737-800 (B738),N8605E,6F
103,10/06/2013,1615,Portland / Portland Jetport (PWM/KPWM),Baltimore / Washington (BWI/KBWI),452,18:37:00,19:50:00,01:13:00,Southwest Airlines (WN/SWA),Boeing 737-300 (B733),N693SW,9C
102,10/04/2013,747,Baltimore / Washington (BWI/KBWI),Portland / Portland Jetport (PWM/KPWM),452,10:01:00,11:10:00,01:09:00,Southwest Airlines (WN/SWA),Boeing 737-300 (B733),N611SW,18A
101,10/04/2013,212,Chicago / Chicago Midway (MDW/KMDW),Baltimore / Washington (BWI/KBWI),610,06:02:00,08:30:00,01:28:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N908WN,6F
100,09/21/2013,442,Memphis / Memphis (MEM/KMEM),Chicago / Chicago Midway (MDW/KMDW),482,18:56:00,20:10:00,01:14:00,AirTran Airways (FL/TRS),Boeing 717-200 (B712),N608AT,17A
99,09/20/2013,405,Chicago / Chicago Midway (MDW/KMDW),Memphis / Memphis (MEM/KMEM),482,08:51:00,10:04:00,01:13:00,AirTran Airways (FL/TRS),Boeing 717-200 (B712),N926AT,17C
98,09/14/2013,1018,Minneapolis / St Paul (MSP/KMSP),Chicago / Chicago Midway (MDW/KMDW),349,16:14:00,17:13:00,00:59:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N904WN,
97,09/13/2013,51,Chicago / Chicago Midway (MDW/KMDW),Minneapolis / St Paul (MSP/KMSP),349,13:27:00,14:29:00,01:02:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N256WN,
96,09/07/2013,1570,Manchester / Manchester-Boston Regional (MHT/KMHT),Chicago / Chicago Midway (MDW/KMDW),836,16:53:00,17:52:00,01:59:00,Southwest Airlines (WN/SWA),Boeing 737-800 (B738),N8321D,
95,09/06/2013,3135,Chicago / Chicago Midway (MDW/KMDW),Manchester / Manchester-Boston Regional (MHT/KMHT),836,09:57:00,12:50:00,01:53:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N929WN,
94,08/30/2013,1425,Denver / Denver (DEN/KDEN),Chicago / Chicago Midway (MDW/KMDW),894,09:44:00,12:48:00,02:04:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N403WN,
93,08/26/2013,3327,Chicago / Chicago Midway (MDW/KMDW),Denver / Denver (DEN/KDEN),894,09:37:00,10:36:00,01:59:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N436WN,
92,08/18/2013,276,Washington / Washington National (DCA/KDCA),Milwaukee / Gen Mitchell (MKE/KMKE),634,17:28:00,17:58:00,01:30:00,AirTran Airways (FL/TRS),Boeing 717-200 (B712),N968AT,12F
91,08/17/2013,691,Milwaukee / Gen Mitchell (MKE/KMKE),Washington / Washington National (DCA/KDCA),634,13:48:00,16:21:00,01:33:00,AirTran Airways (FL/TRS),Boeing 717-200 (B712),N956AT,14F
90,06/15/2013,114,Charlotte / Douglas (CLT/KCLT),Chicago / O'Hare (ORD/KORD),600,18:09:00,18:40:00,01:31:00,US Airways (US/AWE),Airbus A321-200 (A321),N551UW,18A
89,06/14/2013,929,Chicago / O'Hare (ORD/KORD),Charlotte / Douglas (CLT/KCLT),600,12:29:00,14:44:00,01:15:00,US Airways (US/AWE),Airbus A321-200 (A321),N187US,11D
88,06/08/2013,1326,Kansas City / Kansas City (MCI/KMCI),Chicago / O'Hare (ORD/KORD),402,15:39:00,16:35:00,00:56:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N866NN,22A
87,06/07/2013,550,Chicago / O'Hare (ORD/KORD),Kansas City / Kansas City (MCI/KMCI),402,13:33:00,14:36:00,01:03:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N873NN,20A
86,05/11/2013,5922,Sioux Falls / Sioux Falls (FSD/KFSD),Chicago / O'Hare (ORD/KORD),462,15:46:00,16:49:00,01:03:00,ExpressJet Airlines (XE/ASQ),Embraer ERJ-145 (E145),N16183,10A
85,05/10/2013,6043,Chicago / O'Hare (ORD/KORD),Sioux Falls / Sioux Falls (FSD/KFSD),462,15:16:00,16:23:00,01:07:00,ExpressJet Airlines (XE/ASQ),Embraer ERJ-145 (E145),N13964,10A
84,04/19/2013,4100,Knoxville / McGhee Tyson (TYS/KTYS),Chicago / O'Hare (ORD/KORD),476,07:08:00,07:23:00,01:15:00,Envoy Air (MQ/ENY),Embraer ERJ-145 (E145),N653AE,10A
83,04/15/2013,3947,Chicago / O'Hare (ORD/KORD),Knoxville / McGhee Tyson (TYS/KTYS),476,13:28:00,15:36:00,01:08:00,Envoy Air (MQ/ENY),Embraer ERJ-145 (E145),N645AE,9A
82,03/23/2013,4275,Nashville / Nashville (BNA/KBNA),Cleveland / Hopkins (CLE/KCLE),449,14:06:00,16:08:00,01:02:00,ExpressJet Airlines (XE/ASQ),Embraer ERJ-145 (E145),N13964,15A
81,03/22/2013,1270,Cleveland / Hopkins (CLE/KCLE),Nashville / Nashville (BNA/KBNA),449,17:03:00,17:12:00,01:09:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N955WN,
80,03/02/2013,3681,Oklahoma City / Oklahoma City (OKC/KOKC),Chicago / O'Hare (ORD/KORD),693,14:45:00,16:27:00,01:42:00,Envoy Air (MQ/ENY),Bombardier CRJ-700 (CRJ7),N534AE,7A
79,03/01/2013,3680,Chicago / O'Hare (ORD/KORD),Oklahoma City / Oklahoma City (OKC/KOKC),693,13:20:00,14:54:00,01:34:00,Envoy Air (MQ/ENY),Bombardier CRJ-700 (CRJ7),N534AE,7A
78,02/02/2013,1728,Phoenix / Sky Harbor (PHX/KPHX),Chicago / Chicago Midway (MDW/KMDW),1443,14:47:00,18:33:00,02:46:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N964WN,
77,02/01/2013,167,Chicago / Chicago Midway (MDW/KMDW),Phoenix / Sky Harbor (PHX/KPHX),1443,09:18:00,11:54:00,03:36:00,Southwest Airlines (WN/SWA),Boeing 737-800 (B738),N8301J,
76,01/19/2013,613,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / Chicago Midway (MDW/KMDW),592,15:39:00,16:05:00,01:26:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N940WN,
75,01/18/2013,28,Chicago / Chicago Midway (MDW/KMDW),Atlanta / Hartsfield-Jackson (ATL/KATL),592,07:46:00,10:10:00,01:24:00,Southwest Airlines (WN/SWA),Boeing 737-300 (B733),N399WN,
74,01/07/2013,2112,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / O'Hare (ORD/KORD),607,20:15:00,20:43:00,01:28:00,Delta Air Lines (DL/DAL),Boeing 757-200 (B752),N553NW,32A
73,01/07/2013,5593,Mobile / Mobile Regl (MOB/KMOB),Atlanta / Hartsfield-Jackson (ATL/KATL),302,15:49:00,17:35:00,00:46:00,ExpressJet Airlines (XE/ASQ),Bombardier CRJ-200 (CRJ2),N850AS,1D
72,01/05/2013,840,Atlanta / Hartsfield-Jackson (ATL/KATL),Mobile / Mobile Regl (MOB/KMOB),302,19:29:00,19:22:00,00:53:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N928DL,20A
71,01/05/2013,1512,Chicago / O'Hare (ORD/KORD),Atlanta / Hartsfield-Jackson (ATL/KATL),607,14:22:00,16:54:00,01:32:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N968DL,20A
70,12/08/2012,3154,Little Rock / Adams Fld (LIT/KLIT),Chicago / Chicago Midway (MDW/KMDW),545,14:31:00,15:50:00,01:19:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N767SW,
69,12/07/2012,842,St Louis / St Louis (STL/KSTL),Little Rock / Adams Fld (LIT/KLIT),296,10:17:00,11:08:00,00:51:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N400WN,
68,12/07/2012,712,Chicago / Chicago Midway (MDW/KMDW),St Louis / St Louis (STL/KSTL),251,07:59:00,08:50:00,00:51:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N951WN,
67,11/03/2012,1166,Las Vegas / McCarran (LAS/KLAS),Chicago / Chicago Midway (MDW/KMDW),1519,14:39:00,19:52:00,03:13:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N220WN,
66,11/02/2012,2110,Chicago / Chicago Midway (MDW/KMDW),Las Vegas / McCarran (LAS/KLAS),1519,10:25:00,12:03:00,03:38:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N478WN,
65,10/13/2012,3662,Nashville / Nashville (BNA/KBNA),Chicago / O'Hare (ORD/KORD),410,15:01:00,16:29:00,01:28:00,GoJet Airlines (G7/GJS),Bombardier CRJ-700 (CRJ7),N164GJ,10A
64,10/12/2012,3379,Chicago / O'Hare (ORD/KORD),Nashville / Nashville (BNA/KBNA),410,07:37:00,08:36:00,00:59:00,Trans States Airlines (AX/LOF),Embraer ERJ-145 (E145),N812HK,3A
63,02/04/2012,1605,Boston / Logan (BOS/KBOS),Chicago / O'Hare (ORD/KORD),865,13:30:00,15:05:00,02:35:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N813NN,21F
62,01/29/2012,3908,Chicago / O'Hare (ORD/KORD),Windsor Locks / Bradley (BDL/KBDL),782,13:10:00,15:48:00,01:38:00,Envoy Air (MQ/ENY),Embraer ERJ-145 (E145),N610AE,7C
61,01/21/2012,3602,Denver / Denver (DEN/KDEN),Chicago / O'Hare (ORD/KORD),887,14:02:00,16:47:00,01:45:00,Envoy Air (MQ/ENY),Bombardier CRJ-700 (CRJ7),N538EG,8D
60,01/19/2012,796,Portland / Portland (PDX/KPDX),Denver / Denver (DEN/KDEN),990,15:53:00,18:47:00,01:54:00,Frontier Airlines (F9/FFT),Airbus A319-100 (A319),N928FR,20F
59,01/17/2012,398,Chicago / O'Hare (ORD/KORD),Portland / Portland (PDX/KPDX),1737,12:14:00,14:28:00,04:14:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N492UA,31F
58,06/24/2011,938,Denver / Denver (DEN/KDEN),Chicago / O'Hare (ORD/KORD),887,16:14:00,19:06:00,01:52:00,United Airlines (UA/UAL),Boeing 757-200 (B752),N540UA,26A
57,06/24/2011,5538,San Antonio / San Antonio (SAT/KSAT),Denver / Denver (DEN/KDEN),796,14:03:00,15:01:00,01:58:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-700 (CRJ7),N792SK,10A
56,06/19/2011,6237,Chicago / O'Hare (ORD/KORD),San Antonio / San Antonio (SAT/KSAT),1043,18:21:00,20:39:00,02:18:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-700 (CRJ7),N727SK,15A
55,03/03/2011,609,Washington / Washington National (DCA/KDCA),Chicago / O'Hare (ORD/KORD),611,09:48:00,10:22:00,01:34:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N427UA,19F
54,02/28/2011,612,Chicago / O'Hare (ORD/KORD),Washington / Washington National (DCA/KDCA),611,12:23:00,14:40:00,01:17:00,United Airlines (UA/UAL),Airbus A319-100 (A319),N804UA,21F
53,10/08/2010,609,Washington / Washington National (DCA/KDCA),Chicago / O'Hare (ORD/KORD),611,09:53:00,10:23:00,01:30:00,United Airlines (UA/UAL),Boeing 757-200 (B752),N574UA,27F
52,10/03/2010,616,Chicago / O'Hare (ORD/KORD),Washington / Washington National (DCA/KDCA),611,14:39:00,17:05:00,01:26:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N451UA,25F
51,07/28/2010,851,Philadelphia / Philadelphia (PHL/KPHL),Chicago / O'Hare (ORD/KORD),677,10:14:00,10:54:00,01:40:00,United Airlines (UA/UAL),Airbus A319-100 (A319),N829UA,17F
50,07/25/2010,560,Chicago / O'Hare (ORD/KORD),Philadelphia / Philadelphia (PHL/KPHL),677,16:09:00,18:38:00,01:29:00,United Airlines (UA/UAL),Airbus A319-100 (A319),N811UA,19F
49,05/28/2010,609,Washington / Washington National (DCA/KDCA),Chicago / O'Hare (ORD/KORD),611,09:51:00,10:14:00,01:23:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N475UA,27F
48,05/17/2010,612,Chicago / O'Hare (ORD/KORD),Washington / Washington National (DCA/KDCA),611,12:15:00,14:47:00,01:32:00,United Airlines (UA/UAL),Airbus A319-100 (A319),N824UA,21F
47,05/15/2010,6081,Oklahoma City / Oklahoma City (OKC/KOKC),Chicago / O'Hare (ORD/KORD),693,18:32:00,19:55:00,01:23:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-700 (CRJ7),N767SK,15A
46,05/14/2010,6017,Chicago / O'Hare (ORD/KORD),Oklahoma City / Oklahoma City (OKC/KOKC),693,08:39:00,10:31:00,01:52:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-700 (CRJ7),N709SK,15A
45,12/11/2009,2453,Islip / Long Island MacArthur (ISP/KISP),Chicago / Chicago Midway (MDW/KMDW),764,11:09:00,12:37:00,02:28:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N435WN,
44,11/30/2009,135,Chicago / Chicago Midway (MDW/KMDW),Islip / Long Island MacArthur (ISP/KISP),764,07:50:00,10:27:00,01:37:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N483WN,
43,06/13/2008,22,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / Chicago Midway (MDW/KMDW),592,09:41:00,10:06:00,01:25:00,AirTran Airways (FL/TRS),Boeing 717-200 (B712),N972AT,12E
42,06/08/2008,656,Chicago / Chicago Midway (MDW/KMDW),Atlanta / Hartsfield-Jackson (ATL/KATL),592,15:21:00,18:21:00,02:00:00,AirTran Airways (FL/TRS),Boeing 737-700 (B737),N338AT,12F
